Date,AMZN,NVDA,COST
2019-02-26,1636.400024,156.231049,208.375519
2019-02-27,1641.089966,154.5504,208.79686
2019-02-28,1639.829956,153.564865,209.457581
2019-03-01,1671.72998,155.744995,210.127884
2019-03-04,1696.170044,156.073502,209.141602
2019-03-05,1692.430054,155.814682,210.491745
2019-03-06,1668.949951,151.364807,209.926788
2019-03-07,1625.949951,148.587372,207.590317
2019-03-08,1620.800049,149.961166,218.152252
2019-03-11,1670.619995,160.413864,219.942917
2019-03-12,1673.099976,161.787643,223.074158
2019-03-13,1690.810059,167.860153,226.349014
2019-03-14,1686.219971,164.813934,223.916779
2019-03-15,1712.359985,169.044785,223.686981
2019-03-18,1742.150024,168.188675,226.55011
2019-03-19,1761.849976,174.918182,226.990585
2019-03-20,1797.27002,173.61412,226.923523
2019-03-21,1819.26001,183.111115,229.374893
2019-03-22,1764.77002,176.700119,227.478943
2019-03-25,1774.26001,172.996887,226.913956
2019-03-26,1783.76001,176.072952,228.924866
2019-03-27,1765.699951,175.704636,229.250412
2019-03-28,1773.420044,176.451263,230.983627
2019-03-29,1780.75,178.750839,231.864563
2019-04-01,1814.189941,181.458588,233.827591
2019-04-02,1813.97998,182.175339,230.294174
2019-04-03,1820.699951,187.770035,232.19014
2019-04-04,1818.859985,187.411636,234.028641
2019-04-05,1837.280029,190.089523,235.436279
2019-04-08,1849.859985,190.925735,236.058701
2019-04-09,1835.839966,188.40712,234.517029
2019-04-10,1847.329956,191.23436,235.187332
2019-04-11,1844.069946,190.676865,231.002747
2019-04-12,1843.060059,189.153748,231.682648
2019-04-15,1844.869995,183.867661,235.876785
2019-04-16,1863.040039,187.361877,234.928772
2019-04-17,1864.819946,186.446014,235.13942
2019-04-18,1861.689941,185.46048,235.378845
2019-04-22,1887.310059,187.620697,233.09024
2019-04-23,1923.77002,189.810776,235.158615
2019-04-24,1901.75,190.308533,237.437607
2019-04-25,1902.25,186.067734,235.17775
2019-04-26,1950.630005,177.28746,233.473297
2019-04-29,1938.430054,178.521896,233.913773
2019-04-30,1926.52002,180.184357,235.110718
2019-05-01,1911.52002,179.656754,231.337921
2019-05-02,1900.819946,182.364487,232.39122
2019-05-03,1962.459961,182.185303,234.239334
2019-05-06,1950.550049,179.039551,233.865875
2019-05-07,1921,172.329895,229.987732
2019-05-08,1917.77002,173.136261,231.098526
2019-05-09,1899.869995,169.42308,233.767746
2019-05-10,1889.97998,168.05925,237.176254
2019-05-13,1822.680054,157.735977,232.279495
2019-05-14,1840.119995,161.309814,233.05722
2019-05-15,1871.150024,158.860886,234.919922
2019-05-16,1907.569946,159.46814,237.579529
2019-05-17,1869,155.824631,238.453293
2019-05-20,1858.969971,151.066177,238.981339
2019-05-21,1857.52002,154.361252,239.970306
2019-05-22,1859.680054,151.51413,239.567032
2019-05-23,1815.47998,146.656143,238.626099
2019-05-24,1823.280029,144.495895,237.445129
2019-05-28,1836.430054,142.684113,236.494568
2019-05-29,1819.189941,139.707565,231.098541
2019-05-30,1816.319946,138.64119,231.914642
2019-05-31,1775.069946,135.00351,230.032776
2019-06-03,1692.689941,133.329163,231.463379
2019-06-04,1729.560059,142.518097,235.822495
2019-06-05,1738.5,140.803894,238.078812
2019-06-06,1754.359985,143.295471,241.19931
2019-06-07,1804.030029,145.009659,245.808029
2019-06-10,1860.630005,147.929779,246.614532
2019-06-11,1863.699951,150.241959,246.864166
2019-06-12,1855.319946,145.707291,246.979416
2019-06-13,1870.300049,147.760345,249.36058
2019-06-14,1869.670044,144.152542,249.783035
2019-06-17,1886.030029,144.541245,251.012054
2019-06-18,1901.369995,152.364807,252.269806
2019-06-19,1908.790039,152.603989,253.153183
2019-06-20,1918.189941,153.580673,256.696136
2019-06-21,1911.300049,151.248566,255.524734
2019-06-24,1913.900024,152.145523,256.139221
2019-06-25,1878.27002,150.969498,255.745575
2019-06-26,1897.829956,158.723282,253.873291
2019-06-27,1904.280029,162.679916,254.996689
2019-06-28,1893.630005,163.676529,253.729279
2019-07-01,1922.189941,165.610001,253.047546
2019-07-02,1934.310059,161.683273,254.891037
2019-07-03,1939,162.201538,258.414795
2019-07-05,1942.910034,159.690033,257.560211
2019-07-08,1952.319946,156.680222,258.664368
2019-07-09,1988.300049,156.779892,259.211731
2019-07-10,2017.410034,159.520599,260.603973
2019-07-11,2001.069946,165.71962,265.519897
2019-07-12,2011,167.045166,268.304382
2019-07-15,2020.98999,166.706299,269.398895
2019-07-16,2009.900024,166.516922,269.466095
2019-07-17,1992.030029,169.138077,270.339874
2019-07-18,1977.900024,169.606491,271.636078
2019-07-19,1964.52002,167.87236,270.29184
2019-07-22,1985.630005,170.742645,269.005249
2019-07-23,1994.48999,175.068008,268.938049
2019-07-24,2000.810059,178.057922,269.638947
2019-07-25,1973.819946,172.7957,268.649963
2019-07-26,1943.050049,174.480026,270.15741
2019-07-29,1912.449951,174.230881,268.966858
2019-07-30,1898.530029,174.858734,268.361938
2019-07-31,1866.780029,168.151382,264.64621
2019-08-01,1855.319946,164.364227,263.628418
2019-08-02,1823.23999,160.646805,261.64093
2019-08-05,1765.130005,150.281815,254.535812
2019-08-06,1787.829956,151.836594,258.578003
2019-08-07,1793.400024,153.371399,263.369171
2019-08-08,1832.890015,157.726639,263.849243
2019-08-09,1807.579956,153.6604,263.023529
2019-08-12,1784.920044,150.939621,260.498322
2019-08-13,1824.339966,155.524109,265.251038
2019-08-14,1762.959961,149.56427,257.464233
2019-08-15,1776.119995,148.268631,260.699951
2019-08-16,1792.569946,159.022293,263.177155
2019-08-19,1816.119995,170.204468,264.626984
2019-08-20,1801.380005,167.30426,262.092163
2019-08-21,1823.540039,170.652954,264.694153
2019-08-22,1804.660034,170.9021,268.765228
2019-08-23,1749.619995,161.892593,263.090729
2019-08-26,1768.869995,164.89241,267.363373
2019-08-27,1761.829956,161.254745,280.728699
2019-08-28,1764.25,160.835739,282.754547
2019-08-29,1786.400024,166.601959,285.381592
2019-08-30,1776.290039,167.110748,283.639923
2019-09-03,1789.839966,163.778687,281.032104
2019-09-04,1800.619995,168.357742,284.948578
2019-09-05,1840.719971,179.3116,285.76651
2019-09-06,1833.51001,178.224182,292.300323
2019-09-09,1831.349976,180.069794,287.71994
2019-09-10,1820.550049,182.743393,285.79538
2019-09-11,1822.98999,183.890671,279.72345
2019-09-12,1843.550049,183.830811,278.953644
2019-09-13,1839.339966,181.506363,280.887787
2019-09-16,1807.839966,179.780472,277.798859
2019-09-17,1822.550049,180.638443,280.41629
2019-09-18,1817.459961,179.55101,281.397766
2019-09-19,1821.5,176.51825,276.971344
2019-09-20,1794.160034,172.278412,275.556793
2019-09-23,1785.300049,174.423279,276.721161
2019-09-24,1741.609985,172.11879,277.048309
2019-09-25,1768.329956,177.805191,277.625671
2019-09-26,1739.839966,176.917313,277.385162
2019-09-27,1725.449951,171.350616,275.162262
2019-09-30,1735.910034,173.655121,277.240753
2019-10-01,1735.650024,173.585266,273.218475
2019-10-02,1713.22998,172.627563,274.353973
2019-10-03,1724.420044,180.877853,278.097229
2019-10-04,1739.650024,181.536285,280.666473
2019-10-07,1732.660034,183.890671,282.340851
2019-10-08,1705.51001,176.807571,280.878174
2019-10-09,1721.98999,180.279297,285.699158
2019-10-10,1720.26001,182.59375,285.930115
2019-10-11,1731.920044,185.546707,286.372742
2019-10-14,1736.430054,186.085403,286.295776
2019-10-15,1767.380005,195.901947,287.132996
2019-10-16,1777.430054,193.747131,287.508209
2019-10-17,1787.47998,193.826889,290.991608
2019-10-18,1757.51001,190.03598,291.434265
2019-10-21,1785.660034,195.542816,289.721436
2019-10-22,1765.72998,195.143784,288.653351
2019-10-23,1762.170044,194.625,286.103302
2019-10-24,1780.780029,196.390808,285.843506
2019-10-25,1761.329956,204.052475,285.31424
2019-10-28,1777.079956,206.297119,287.66217
2019-10-29,1762.709961,202.436356,284.698364
2019-10-30,1779.98999,202.516159,288.528259
2019-10-31,1776.660034,200.540878,286.522339
2019-11-01,1791.439941,202.107147,285.538696
2019-11-04,1804.660034,209.998276,286.242706
2019-11-05,1801.709961,209.110397,288.518585
2019-11-06,1795.77002,207.135117,290.823425
2019-11-07,1788.199951,207.84343,294.33374
2019-11-08,1785.880005,207.28476,291.835999
2019-11-11,1771.650024,207.683807,290.119446
2019-11-12,1778,209.110397,289.791534
2019-11-13,1753.109985,208.072891,292.106049
2019-11-14,1754.599976,209.289978,293.735809
2019-11-15,1739.48999,203.703323,292.838959
2019-11-18,1752.530029,211.774033,293.687592
2019-11-19,1752.790039,207.494263,291.469513
2019-11-20,1745.530029,210.676651,289.85907
2019-11-21,1734.709961,209.679031,289.569794
2019-11-22,1745.719971,210.38736,288.643982
2019-11-25,1773.839966,220.682755,288.393219
2019-11-26,1796.939941,216.482788,290.505219
2019-11-27,1818.51001,217.880493,290.042297
2019-11-29,1800.800049,216.382965,289.12616
2019-12-02,1781.599976,208.905273,286.792419
2019-12-03,1769.959961,207.317917,285.133698
2019-12-04,1760.689941,209.074997,285.953369
2019-12-05,1740.47998,208.396118,282.655273
2019-12-06,1751.599976,211.82048,284.439392
2019-12-09,1749.51001,211.82048,284.641876
2019-12-10,1739.209961,213.627502,285.239746
2019-12-11,1748.719971,216.981964,284.776855
2019-12-12,1760.329956,223.700897,286.744202
2019-12-13,1760.939941,223.621002,281.469086
2019-12-16,1769.209961,224.779083,283.041016
2019-12-17,1790.660034,227.913895,285.017944
2019-12-18,1784.030029,229.131897,281.469086
2019-12-19,1792.280029,235.072113,283.2435
2019-12-20,1786.5,238.975662,284.323608
2019-12-23,1793,238.42659,282.857788
2019-12-24,1789.209961,238.226913,283.744995
2019-12-26,1868.77002,238.795975,285.191559
2019-12-27,1869.800049,236.479767,283.629242
2019-12-30,1846.890015,231.937271,284.622589
2019-12-31,1847.839966,234.912384,283.446075
2020-01-02,1898.01001,239.514771,281.102661
2020-01-03,1874.969971,235.681122,281.334106
2020-01-06,1902.880005,236.669479,281.411194
2020-01-07,1906.859985,239.534729,280.967651
2020-01-08,1891.969971,239.984009,284.188629
2020-01-09,1901.050049,242.619659,288.750092
2020-01-10,1883.160034,243.917511,286.647736
2020-01-13,1891.300049,251.56488,289.184052
2020-01-14,1869.439941,246.872635,289.068268
2020-01-15,1862.02002,245.165436,290.100159
2020-01-16,1877.939941,248.519913,292.231415
2020-01-17,1864.719971,248.869354,293.822601
2020-01-21,1892,247.531555,302.096863
2020-01-22,1887.459961,249.697983,300.775726
2020-01-23,1884.579956,252.443451,301.730408
2020-01-24,1861.640015,250.067352,299.444855
2020-01-27,1828.339966,239.804306,298.422607
2020-01-28,1853.25,247.561493,299.772766
2020-01-29,1858,245.135498,298.547974
2020-01-30,1870.680054,245.40506,298.441925
2020-01-31,2008.719971,236.040497,294.63266
2020-02-03,2004.199951,239.934097,291.238129
2020-02-04,2049.669922,246.722885,294.03476
2020-02-05,2039.869995,250.346893,297.94046
2020-02-06,2050.22998,253.831161,300.172821
2020-02-07,2079.280029,251.175537,303.091339
2020-02-10,2133.909912,262.536804,303.246002
2020-02-11,2150.800049,267.448669,300.240479
2020-02-12,2160,272.091034,304.531311
2020-02-13,2149.870117,270.333923,307.507782
2020-02-14,2134.870117,289.312592,307.614105
2020-02-18,2155.669922,296.081451,311.228394
2020-02-19,2170.219971,314.18161,312.165802
2020-02-20,2153.100098,308.191467,313.190216
2020-02-21,2095.969971,293.585571,311.131805
2020-02-24,2009.290039,272.829834,303.081665
2020-02-25,1972.73999,261.618317,294.625702
2020-02-26,1979.589966,267.209076,295.418182
2020-02-27,1884.300049,252.334732,283.280212
2020-02-28,1883.75,269.786346,271.693085
2020-03-02,1953.949951,276.139679,298.752258
2020-03-03,1908.98999,265.610779,292.557648
2020-03-04,1975.829956,284.211243,309.962433
2020-03-05,1924.030029,273.002991,305.14978
2020-03-06,1901.089966,265.76062,300.878265
2020-03-09,1800.609985,245.182236,291.832855
2020-03-10,1891.819946,260.805786,299.003479
2020-03-11,1820.859985,246.211151,287.435699
2020-03-12,1676.609985,216.082809,270.446442
2020-03-13,1785,240.587051,292.113068
2020-03-16,1689.150024,196.19371,273.66452
2020-03-17,1807.839966,217.041824,296.6745
2020-03-18,1830,202.606995,297.167358
2020-03-19,1880.930054,212.746323,294.963959
2020-03-20,1846.089966,205.53392,280.661255
2020-03-23,1902.829956,212.466629,275.935577
2020-03-24,1940.099976,248.918304,275.365417
2020-03-25,1885.839966,245.36203,271.422455
2020-03-26,1955.48999,256.969818,282.478088
2020-03-27,1900.099976,252.464569,274.775879
2020-03-30,1963.949951,265.311066,281.337708
2020-03-31,1949.719971,263.323181,275.549011
2020-04-01,1907.699951,242.814728,277.143555
2020-04-02,1918.829956,255.201691,281.685669
2020-04-03,1906.589966,243.653854,278.950714
2020-04-06,1997.589966,268.118073,294.86731
2020-04-07,2011.599976,258.757935,293.427368
2020-04-08,2043,266.669647,295.688782
2020-04-09,2042.76001,262.673859,289.928986
2020-04-13,2168.870117,269.566589,289.552124
2020-04-14,2283.320068,283.651794,303.584229
2020-04-15,2307.679932,280.545044,299.844208
2020-04-16,2408.189941,294.390503,310.754883
2020-04-17,2375,292.013,307.237213
2020-04-20,2393.610107,286.748535,301.593445
2020-04-21,2328.120117,269.22699,291.204681
2020-04-22,2363.48999,285.849487,299.022858
2020-04-23,2399.449951,283.711731,295.137909
2020-04-24,2410.219971,289.285889,300.114838
2020-04-27,2376,296.767975,298.404297
2020-04-28,2314.080078,291.053955,294.703033
2020-04-29,2372.709961,298.146545,296.771149
2020-04-30,2474,291.973053,293.487549
2020-05-01,2286.040039,282.483002,292.441467
2020-05-04,2315.98999,290.98407,294.930756
2020-05-05,2317.800049,293.431488,298.253082
2020-05-06,2351.26001,297.477234,299.192627
2020-05-07,2367.610107,304.549805,295.424774
2020-05-08,2379.610107,312.171783,296.335266
2020-05-11,2409,322.281158,300.587372
2020-05-12,2356.949951,311.772217,295.269775
2020-05-13,2367.919922,310.873199,292.654572
2020-05-14,2388.850098,320.88266,290.329865
2020-05-15,2409.780029,339.273315,289.816498
2020-05-18,2426.26001,349.642426,293.255096
2020-05-19,2449.330078,351.850098,295.066376
2020-05-20,2497.939941,358.423157,295.337585
2020-05-21,2446.73999,350.641388,292.489838
2020-05-22,2436.879883,360.670776,292.935425
2020-05-26,2421.860107,348.34375,295.231018
2020-05-27,2410.389893,340.651855,296.403046
2020-05-28,2401.100098,339.123474,299.841583
2020-05-29,2442.370117,354.647156,298.785828
2020-06-01,2471.040039,351.880066,298.61145
2020-06-02,2472.409912,352.639252,297.449158
2020-06-03,2478.399902,350.411591,297.013306
2020-06-04,2460.600098,350.451569,300.994232
2020-06-05,2483,356.587921,302.243713
2020-06-08,2524.060059,351.990692,297.54599
2020-06-09,2600.860107,361.624939,295.957458
2020-06-10,2647.449951,374.447327,297.68158
2020-06-11,2557.959961,351.6409,291.385651
2020-06-12,2545.02002,357.087616,289.32254
2020-06-15,2572.679932,366.731934,287.85025
2020-06-16,2615.27002,362.524414,291.899017
2020-06-17,2640.97998,369.220428,290.203949
2020-06-18,2653.97998,368.500854,290.165222
2020-06-19,2675.01001,370.229828,290.484833
2020-06-22,2713.820068,380.843506,291.017609
2020-06-23,2764.409912,377.77533,291.831238
2020-06-24,2734.399902,369.200439,288.663879
2020-06-25,2754.580078,379.37439,291.095093
2020-06-26,2692.870117,365.982361,287.249695
2020-06-29,2680.379883,367.781281,292.121765
2020-06-30,2758.820068,379.684204,293.690918
2020-07-01,2878.699951,380.97345,295.182587
2020-07-02,2890.300049,384.261475,296.141479
2020-07-06,3057.040039,393.33609,301.710999
2020-07-07,3000.120117,394.635315,306.302216
2020-07-08,3081.110107,408.397125,306.389374
2020-07-09,3182.629883,420.110138,315.319916
2020-07-10,3200,418.920898,315.988281
2020-07-13,3104,401.851013,312.782166
2020-07-14,3084,414.833282,317.702667
2020-07-15,3008.870117,408.846863,316.443542
2020-07-16,2999.899902,405.149078,316.027008
2020-07-17,2961.969971,407.817474,314.593445
2020-07-20,3196.840088,420.180084,316.25946
2020-07-21,3138.290039,412.89447,317.450806
2020-07-22,3099.909912,417.301819,317.993225
2020-07-23,2986.550049,404.949188,315.872009
2020-07-24,3008.909912,407.537628,315.552399
2020-07-27,3055.209961,416.612213,317.315216
2020-07-28,3000.330078,408.377136,317.286163
2020-07-29,3033.530029,418.371185,315.901093
2020-07-30,3051.879883,424.307648,315.299255
2020-07-31,3164.679932,424.337646,315.988434
2020-08-03,3111.889893,440.148254,319.667328
2020-08-04,3138.830078,448.843048,329.830444
2020-08-05,3205.030029,451.20166,330.005188
2020-08-06,3225,453.150513,333.247253
2020-08-07,3167.459961,447.713745,330.917633
2020-08-10,3148.159912,446.334564,330.034302
2020-08-11,3080.669922,433.742035,322.686188
2020-08-12,3162.23999,457.338013,326.889282
2020-08-13,3161.02002,457.447968,325.860321
